,submission_id,submission_state,education,employment_status,financial_situation,percentage,does_home_shows_severe_deficit_of_electricity,age,geography,do_children_3_and_17_yrs_receive_regular_school_meals,are_there_children_who_stopped_enrolling_in_primary_education,are_there_children_who_stopped_enrolling_in_secondary_education,are_there_teachers_at_scheduled_class_hours,are_children_attending_face_to_face_classes,are_children_being_teached_by_unqualified_people,gender,does_home_shows_severe_deficit_of_internet,do_school_and_the_teachers_have_internet_connection,do_children_have_internet_connection,were_children_3_to_17_yrs_enrolled_and_did_not_return_to_school,do_children_3_to_17_yrs_miss_class_or_in_lower_grade
3317,4890044656779264,Táchira,10,"I work full-time, either as an employee or self-employed",Bad_situation,0.93,0,Over 45 years old,Rural,2 days,1,1,Irregularly,0,1,Female,1,1,1,1,1
3318,4503608128438272,Táchira,9,I am a student and I work part-time,Good_situation,0.93,0,Over 45 years old,Rural,No,0,0,There are enough,0,0,Female,1,1,1,1,1
3319,6003237902876672,Táchira,7,I am a student and I work part-time,Better_situation,0.93,1,26 to 35 years old,Suburban/Peri-urban,No,1,1,There are not enough,0,1,Female,1,0,0,1,0
3320,6309007294988288,Táchira,9,"I work part-time, either as an employee or self-employed",Better_situation,0.93,1,36 to 45 years old,City center or metropolitan area,No,0,0,There are not enough,0,1,Male,1,1,1,1,0
3321,5606204683583488,Táchira,5,"I do housework, fulfilling domestic tasks, looking after children",Good_situation,0.93,1,16 to 25 years old,City center or metropolitan area,No,0,0,There are not enough,0,0,Female,1,0,0,0,1
3322,5779496279212032,Táchira,10,I am retired,Better_situation,0.93,1,Over 45 years old,City center or metropolitan area,No,0,0,There are not enough,0,1,Male,1,1,1,0,0
3323,6288089730514944,Táchira,6,I am a student and I work part-time,Midium_situation,0.93,1,26 to 35 years old,Rural,No,1,1,Irregularly,0,1,Male,1,0,0,1,1
3324,4833592646828032,Táchira,5,"I work full-time, either as an employee or self-employed",Better_situation,0.93,0,26 to 35 years old,Rural,No,0,0,There are enough,0,0,Female,1,1,1,1,0
3325,6556630278995968,Táchira,9,I am retired,Better_situation,0.93,1,Over 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Male,1,0,1,1,0
3326,5464743946223616,Táchira,9,I am unemployed,Better_situation,0.93,1,26 to 35 years old,Rural,No,0,0,There are not enough,0,0,Female,1,0,0,1,0
3327,5098638450884608,Táchira,9,"I work part-time, either as an employee or self-employed",Midium_situation,0.93,1,36 to 45 years old,Rural,No,0,0,There are not enough,0,0,Female,1,1,0,1,0
3328,6390189357531136,Táchira,5,I am retired,Better_situation,0.93,1,Over 45 years old,City center or metropolitan area,No,0,0,There are not enough,0,0,Male,1,1,1,1,0
3329,5269009602969600,Táchira,7,"I work part-time, either as an employee or self-employed",Better_situation,0.93,1,Over 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Male,1,0,1,1,0
3330,5180404578648064,Táchira,5,"I work full-time, either as an employee or self-employed",Better_situation,0.93,1,16 to 25 years old,City center or metropolitan area,No,1,1,Irregularly,0,0,Male,1,1,1,1,0
3331,5323385029787648,Táchira,5,I am a student and I work part-time,Bad_situation,0.93,1,16 to 25 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,0,Female,1,1,1,1,0
3332,4933369568952320,Falcón,5,"I work full-time, either as an employee or self-employed",Bad_situation,0.97,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,1,Female,1,0,0,1,1
3333,5832810698113024,Falcón,5,I am a student,Bad_situation,0.97,1,16 to 25 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Male,1,0,0,0,0
3334,6175825996283904,Monagas,5,I am unemployed,Bad_situation,0.97,0,26 to 35 years old,Rural,No,0,0,Irregularly,1,1,Male,1,0,1,1,0
3335,4862261855518720,Monagas,6,I am retired,Good_situation,0.97,1,Over 45 years old,City center or metropolitan area,No,1,1,Irregularly,0,1,Female,1,0,0,1,1
3336,5311376787767296,Aragua,9,"I work full-time, either as an employee or self-employed",Good_situation,0.96,0,26 to 35 years old,City center or metropolitan area,No,0,0,There are not enough,0,0,Male,1,0,1,1,0
3337,4717614067875840,Aragua,5,I am a student,Bad_situation,0.96,1,16 to 25 years old,Rural,No,0,0,There are not enough,0,0,Male,1,0,0,1,1
3338,6549568413237248,Aragua,9,"I work part-time, either as an employee or self-employed",Midium_situation,0.96,1,26 to 35 years old,City center or metropolitan area,1 day,1,1,There are enough,1,1,Male,1,1,1,1,1
3339,6204618584621056,Aragua,8,I am a student,Bad_situation,0.96,0,16 to 25 years old,Rural,No,0,0,Irregularly,0,1,Female,1,0,0,1,1
3340,6218394960658432,Zulia,5,I am a student,Bad_situation,0.96,0,16 to 25 years old,Rural,No,0,0,Irregularly,0,0,Male,1,0,0,1,1
3341,5729233686233088,Zulia,4,"I work part-time, either as an employee or self-employed",Midium_situation,0.96,0,26 to 35 years old,City center or metropolitan area,No,0,0,Irregularly,1,1,Male,1,1,1,1,1
3342,5203293868654592,Zulia,9,"I work part-time, either as an employee or self-employed",Midium_situation,0.96,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,There are enough,0,0,Female,1,0,1,0,0
3343,5467847110426624,Zulia,5,"I do housework, fulfilling domestic tasks, looking after children",Good_situation,0.96,0,Over 45 years old,Rural,No,0,0,Irregularly,1,0,Prefer not to answer,1,1,0,0,0
3344,5129350570835968,Carabobo,9,"I do housework, fulfilling domestic tasks, looking after children",Bad_situation,0.93,1,26 to 35 years old,Suburban/Peri-urban,No,0,0,There are not enough,0,0,Female,1,0,0,0,0
3345,6458308612587520,Carabobo,5,I am a student,Better_situation,0.93,1,16 to 25 years old,City center or metropolitan area,No,1,1,Irregularly,1,1,Non-Binary,1,1,1,1,0
3346,5114164103348224,Carabobo,3,I am a student,Bad_situation,0.93,1,16 to 25 years old,Rural,No,0,0,There are not enough,0,0,Male,1,0,0,1,1
3347,6390127365718016,Carabobo,9,"I work full-time, either as an employee or self-employed",Better_situation,0.93,1,26 to 35 years old,City center or metropolitan area,No,0,0,There are not enough,0,1,Female,1,0,0,1,1
3348,4662930812698624,Carabobo,5,I am unemployed,Better_situation,0.93,1,Over 45 years old,City center or metropolitan area,No,1,0,There are not enough,0,0,Female,1,0,0,1,0
3349,4802917872959488,Carabobo,9,"I work full-time, either as an employee or self-employed",Better_situation,0.93,0,16 to 25 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,1,1,1,1,0
3350,6482256343597056,Carabobo,7,I am unemployed,Bad_situation,0.93,0,16 to 25 years old,City center or metropolitan area,Every day,1,1,There are enough,1,1,Male,1,1,1,1,1
3351,6393447694204928,Carabobo,4,"I do housework, fulfilling domestic tasks, looking after children",Bad_situation,0.93,1,26 to 35 years old,Rural,No,0,0,There are enough,1,0,Female,1,0,1,1,1
3352,5163560597716992,Carabobo,9,"I work part-time, either as an employee or self-employed",Bad_situation,0.93,0,26 to 35 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Male,1,0,0,0,0
3353,6244017041047552,Carabobo,7,"I work part-time, either as an employee or self-employed",Good_situation,0.93,1,36 to 45 years old,City center or metropolitan area,No,0,0,There are not enough,0,1,Male,1,0,0,1,1
3354,5577089771372544,Carabobo,9,"I work full-time, either as an employee or self-employed",Good_situation,0.93,1,26 to 35 years old,Suburban/Peri-urban,2 days,1,1,Irregularly,1,1,Male,1,1,1,1,1
3355,6370517518123008,Carabobo,10,"I work part-time, either as an employee or self-employed",Good_situation,0.93,1,36 to 45 years old,City center or metropolitan area,No,1,0,There are not enough,0,1,Male,1,0,0,1,1
3356,5873909928034304,Zulia,8,I am a student and I work part-time,Midium_situation,0.96,1,16 to 25 years old,Suburban/Peri-urban,No,1,0,Irregularly,0,1,Female,1,0,0,1,0
3357,6015893024014336,Zulia,4,"I work full-time, either as an employee or self-employed",Bad_situation,0.96,0,Over 45 years old,Rural,No,0,0,Irregularly,0,1,Male,1,0,0,1,1
3358,6129519269511168,Zulia,6,"I work part-time, either as an employee or self-employed",Good_situation,0.96,0,16 to 25 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Male,1,1,1,0,0
3359,5614851794927616,Falcón,5,I am a student,Midium_situation,0.97,0,16 to 25 years old,City center or metropolitan area,No,0,0,Irregularly,0,1,Female,1,0,0,1,0
3360,5229758316281856,Falcón,9,"I work full-time, either as an employee or self-employed",Better_situation,0.97,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,There are enough,1,0,Male,1,1,1,0,0
3361,5320852005715968,Falcón,5,"I do housework, fulfilling domestic tasks, looking after children",Midium_situation,0.97,1,16 to 25 years old,Rural,No,0,0,Irregularly,0,1,Female,1,0,1,1,0
3362,6279988415561728,Falcón,8,I am a student,Bad_situation,0.97,1,16 to 25 years old,City center or metropolitan area,No,0,0,There are not enough,0,0,Female,1,1,0,1,0
3363,5978184251342848,Falcón,8,I am unemployed,Bad_situation,0.97,1,16 to 25 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,0,Male,1,1,1,1,0
3364,6558304510935040,Falcón,5,I am a student,Bad_situation,0.97,0,16 to 25 years old,Rural,No,0,0,Irregularly,1,1,Male,1,0,0,0,0
3365,5949275128463360,Falcón,9,"I work part-time, either as an employee or self-employed",Good_situation,0.97,1,26 to 35 years old,City center or metropolitan area,Every day,0,0,There are enough,0,0,Female,1,0,1,0,0
3366,5880129762099200,Falcón,9,"I work part-time, either as an employee or self-employed",Good_situation,0.97,1,Over 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,1,Male,1,0,1,1,0
3367,5381699193274368,Falcón,5,I am a student,Bad_situation,0.97,0,16 to 25 years old,City center or metropolitan area,No,0,0,Irregularly,1,0,Male,1,1,1,1,1
3368,5080660942520320,Falcón,9,"I work full-time, either as an employee or self-employed",Better_situation,0.97,1,26 to 35 years old,City center or metropolitan area,No,0,0,There are enough,1,0,Female,1,1,0,0,0
3369,5571436537446400,Falcón,8,"I do housework, fulfilling domestic tasks, looking after children",Bad_situation,0.97,1,26 to 35 years old,Rural,No,0,0,Irregularly,0,0,Female,1,0,0,1,0
3370,5690145524416512,Portuguesa,4,I am unemployed,Midium_situation,0.97,1,16 to 25 years old,Rural,No,1,1,Irregularly,1,1,Male,1,1,1,1,1
3371,6290396731932672,Distrito Federal,7,"I work full-time, either as an employee or self-employed",Good_situation,0.9,0,26 to 35 years old,City center or metropolitan area,No,0,0,Irregularly,1,1,Male,1,0,0,0,1
3372,6406851146285056,Distrito Federal,7,"I work part-time, either as an employee or self-employed",Midium_situation,0.9,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,0,Male,1,0,0,0,0
3373,5602784480329728,Distrito Federal,6,"I work full-time, either as an employee or self-employed",Bad_situation,0.9,0,26 to 35 years old,Rural,No,1,0,Irregularly,0,0,Male,1,0,0,1,0
3374,5261056950927360,Distrito Federal,6,I am doing community or military service,Midium_situation,0.9,0,16 to 25 years old,Rural,1 day,1,1,There are enough,1,1,Male,1,1,1,1,1
3375,6753424808083456,Apure,9,"I do housework, fulfilling domestic tasks, looking after children",Better_situation,0.96,0,26 to 35 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,1,1,1,0,1
3376,6568629478096896,Apure,7,"I work part-time, either as an employee or self-employed",Bad_situation,0.96,1,36 to 45 years old,City center or metropolitan area,No,0,0,There are enough,0,1,Female,1,0,0,1,1
3377,4663081337880576,Apure,9,"I work full-time, either as an employee or self-employed",Midium_situation,0.96,0,Over 45 years old,City center or metropolitan area,No,0,0,There are not enough,0,0,Female,1,0,0,0,0
3378,6683432276197376,Apure,7,"I work full-time, either as an employee or self-employed",Bad_situation,0.96,0,36 to 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,1,Male,1,0,1,1,0
3379,4543119076098048,Apure,9,"I work part-time, either as an employee or self-employed",Midium_situation,0.96,1,36 to 45 years old,Rural,No,0,0,Irregularly,1,0,Female,1,0,0,1,0
3380,4878873245515776,Apure,5,I am a student and I work part-time,Midium_situation,0.96,0,16 to 25 years old,City center or metropolitan area,2 days,0,0,Irregularly,1,0,Male,1,1,1,1,1
3381,5632996152705024,Apure,3,I am retired,Better_situation,0.96,0,Over 45 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,0,Female,1,0,0,0,0
3382,5688454431375360,Apure,9,"I work full-time, either as an employee or self-employed",Midium_situation,0.96,0,26 to 35 years old,Suburban/Peri-urban,1 day,1,0,There are not enough,1,0,Male,1,1,1,0,0
3383,6289968174727168,Apure,9,"I work part-time, either as an employee or self-employed",Midium_situation,0.96,1,36 to 45 years old,Suburban/Peri-urban,No,1,0,Irregularly,0,0,Female,1,1,1,1,0
3384,6538496457310208,Apure,1,None of the above,Midium_situation,0.96,0,26 to 35 years old,Rural,No,0,0,Irregularly,0,1,Male,1,1,1,1,0
3385,4938817231650816,Apure,9,"I work full-time, either as an employee or self-employed",Better_situation,0.96,0,16 to 25 years old,City center or metropolitan area,3 days,0,1,Irregularly,0,1,Male,1,1,1,0,1
3386,4951462286458880,Carabobo,4,I am a student,Good_situation,0.93,1,16 to 25 years old,City center or metropolitan area,No,0,0,There are enough,0,1,Male,1,1,1,0,1
3387,6457047620255744,Carabobo,9,I am unemployed,Midium_situation,0.93,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,1,Female,1,1,1,1,0
3388,4622947670294528,Carabobo,5,I am unemployed,Bad_situation,0.93,1,16 to 25 years old,Rural,No,0,0,There are not enough,0,1,Female,1,0,0,1,1
3389,6373689972228096,Distrito Federal,5,I am retired,Better_situation,0.9,0,Over 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,1,1,1,0,0
3390,6328847812526080,Distrito Federal,5,"I work full-time, either as an employee or self-employed",Bad_situation,0.9,0,36 to 45 years old,Rural,No,0,0,There are not enough,0,1,Male,1,0,0,1,1
3391,5371038899896320,Distrito Federal,9,"I work part-time, either as an employee or self-employed",Midium_situation,0.9,0,Over 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,1,0,0,0,0
3392,6014040064393216,Distrito Federal,5,None of the above,Midium_situation,0.9,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are not enough,1,0,Male,1,0,0,0,0
3393,5965437694377984,Distrito Federal,5,I am unemployed,Bad_situation,0.9,1,16 to 25 years old,Suburban/Peri-urban,1 day,0,1,Irregularly,0,0,Male,1,1,1,0,1
3394,6332814432927744,Bolívar,6,I am unable to work due to long-term illness or disability,Bad_situation,0.96,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,0,Male,1,0,0,1,0
3395,6251716927553536,Bolívar,8,"I do housework, fulfilling domestic tasks, looking after children",Midium_situation,0.96,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,There are not enough,0,0,Female,1,1,1,1,1
3396,4855100802859008,Anzoátegui,5,I am doing community or military service,Bad_situation,0.95,0,26 to 35 years old,Rural,No,1,0,Irregularly,0,0,Male,1,0,0,1,0
3397,5900594761170944,Anzoátegui,7,I am unemployed,Midium_situation,0.95,0,26 to 35 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,1,1,1,1,0
3398,5639831979032576,Anzoátegui,5,I am a student and I work part-time,Bad_situation,0.95,0,16 to 25 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,1,0,0,0,0
3399,5628249257541632,Anzoátegui,5,I am a student and I work part-time,Good_situation,0.95,1,16 to 25 years old,City center or metropolitan area,No,1,0,Irregularly,0,0,Female,1,1,0,0,0
3400,5329539667591168,Anzoátegui,9,"I work part-time, either as an employee or self-employed",Better_situation,0.95,0,26 to 35 years old,Rural,No,0,0,Irregularly,1,1,Male,1,0,1,1,0
3401,5383070361583616,Anzoátegui,5,I am a student,Midium_situation,0.95,0,16 to 25 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,1,Male,1,0,1,1,0
3402,5701854880333824,Anzoátegui,4,I am unemployed,Midium_situation,0.95,0,36 to 45 years old,Rural,No,0,1,There are not enough,1,1,Male,1,0,0,1,0
3403,5845067259707392,Nueva Esparta,1,I am retired,Bad_situation,0.93,0,Over 45 years old,Rural,No,1,1,There are not enough,1,0,Female,1,1,1,1,1
3404,5411617297924096,Yaracuy,5,I am a student and I work part-time,Midium_situation,0.99,0,16 to 25 years old,Rural,3 days,0,0,There are not enough,0,1,Male,1,1,0,0,1
3405,5069170495717376,Yaracuy,7,I am unemployed,Midium_situation,0.99,0,Over 45 years old,Rural,No,0,0,There are not enough,0,0,Female,1,0,0,1,0
3406,5654104356683776,Yaracuy,7,"I do housework, fulfilling domestic tasks, looking after children",Midium_situation,0.99,0,16 to 25 years old,Rural,No,0,0,Irregularly,0,0,Female,1,0,0,1,0
3407,5994177266712576,Aragua,8,I am a student and I work part-time,Midium_situation,0.96,0,16 to 25 years old,Rural,No,0,0,Irregularly,0,0,Female,1,1,1,0,0
3408,5651032532320256,Aragua,3,I am retired,Bad_situation,0.96,1,Over 45 years old,City center or metropolitan area,No,1,0,There are not enough,1,1,Female,1,0,0,1,1
3409,6552673540374528,Aragua,4,"I do housework, fulfilling domestic tasks, looking after children",Midium_situation,0.96,0,Over 45 years old,Rural,No,0,0,There are enough,1,0,Female,1,1,1,1,0
3410,5948439958650880,Yaracuy,9,"I work part-time, either as an employee or self-employed",Good_situation,0.99,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,There are not enough,0,0,Male,1,0,0,1,0
3411,6583254412165120,Aragua,6,I am a student and I work part-time,Bad_situation,0.96,1,16 to 25 years old,Rural,No,1,1,Irregularly,0,1,Female,1,0,0,1,1
3412,5874363852390400,Aragua,9,"I work full-time, either as an employee or self-employed",Bad_situation,0.96,1,36 to 45 years old,Suburban/Peri-urban,No,1,1,Irregularly,0,1,Female,1,0,0,1,1
3413,5971521498775552,Aragua,5,"I work part-time, either as an employee or self-employed",Midium_situation,0.96,0,Over 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,1,1,1,1,0
3414,6221104380379136,Aragua,5,I am a student,Bad_situation,0.96,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,Irregularly,1,1,Male,1,1,1,1,1
3415,4945343753224192,Aragua,7,"I work full-time, either as an employee or self-employed",Better_situation,0.96,0,16 to 25 years old,Suburban/Peri-urban,No,0,1,Irregularly,0,0,Male,1,1,1,1,1
3416,5271871477252096,Portuguesa,5,I am a student,Bad_situation,0.97,0,16 to 25 years old,Suburban/Peri-urban,No,1,1,There are enough,1,0,Male,1,0,0,1,1
3417,6737331347521536,Portuguesa,5,I am a student and I work part-time,Midium_situation,0.97,0,16 to 25 years old,Rural,2 days,0,0,Irregularly,0,1,Female,1,1,1,0,0
3418,6087551332122624,Portuguesa,8,I am a student and I work part-time,Bad_situation,0.97,0,16 to 25 years old,Rural,No,1,1,There are not enough,0,1,Female,1,1,1,1,0
3419,4711236578312192,Falcón,9,None of the above,Good_situation,0.97,0,Over 45 years old,City center or metropolitan area,No,0,0,There are not enough,0,1,Female,1,0,1,1,0
3420,6726645418557440,Mérida,4,"I work part-time, either as an employee or self-employed",Bad_situation,0.93,1,26 to 35 years old,Rural,No,0,0,Irregularly,0,0,Female,1,0,0,0,0
3421,5091507312001024,Táchira,3,"I work full-time, either as an employee or self-employed",Bad_situation,0.93,1,26 to 35 years old,Rural,No,0,0,Irregularly,0,1,Male,1,1,0,1,1
3422,6124102896320512,Lara,5,I am a student and I work part-time,Bad_situation,0.95,1,16 to 25 years old,Rural,No,0,0,There are not enough,0,1,Female,1,1,1,0,1
3423,5026603192287232,Táchira,4,"I do housework, fulfilling domestic tasks, looking after children",Midium_situation,0.93,1,36 to 45 years old,Rural,No,0,0,There are not enough,0,0,Female,1,0,0,1,0
3424,5351282318770176,Táchira,4,I am a student,Better_situation,0.93,0,26 to 35 years old,Rural,No,0,0,Irregularly,0,0,Male,1,1,1,0,0
3425,6460782849294336,Táchira,9,"I work full-time, either as an employee or self-employed",Better_situation,0.93,1,26 to 35 years old,City center or metropolitan area,2 days,0,0,There are not enough,0,1,Male,1,0,0,0,1
3426,4705795861381120,Táchira,5,"I do housework, fulfilling domestic tasks, looking after children",Better_situation,0.93,0,36 to 45 years old,Rural,No,0,0,There are not enough,0,0,Male,1,1,1,1,1
3427,5544227231760384,Táchira,4,I am a student,Good_situation,0.93,0,16 to 25 years old,City center or metropolitan area,No,1,1,There are enough,0,0,Male,1,0,1,1,0
3428,6052102752436224,Mérida,5,"I work part-time, either as an employee or self-employed",Better_situation,0.93,1,26 to 35 years old,Rural,No,0,0,There are not enough,0,1,Male,1,0,0,1,0
3429,4695859521650688,Trujillo,5,I am a student and I work part-time,Better_situation,0.97,0,16 to 25 years old,Suburban/Peri-urban,No,0,0,There are not enough,0,0,Female,1,0,1,1,0
3430,5703873280081920,Trujillo,9,"I work part-time, either as an employee or self-employed",Good_situation,0.97,1,16 to 25 years old,City center or metropolitan area,2 days,0,0,Irregularly,1,1,Male,1,0,1,1,0
3431,6151155838353408,Trujillo,9,"I work full-time, either as an employee or self-employed",Good_situation,0.97,1,26 to 35 years old,City center or metropolitan area,No,1,1,There are enough,1,0,Female,1,1,1,1,1
3432,4620436607598592,Trujillo,6,I am a student and I work part-time,Bad_situation,0.97,0,16 to 25 years old,City center or metropolitan area,No,1,0,Irregularly,0,1,Female,1,0,1,1,0
3433,5236990554669056,Trujillo,8,I am a student and I work part-time,Midium_situation,0.97,0,16 to 25 years old,City center or metropolitan area,No,1,0,There are not enough,0,0,Female,1,1,1,1,0
3434,5144288131547136,Trujillo,9,"I work full-time, either as an employee or self-employed",Midium_situation,0.97,0,26 to 35 years old,Suburban/Peri-urban,No,0,1,There are not enough,0,1,Male,1,0,0,1,0
3435,5011121798119424,Bolívar,7,I am unemployed,Midium_situation,0.96,0,26 to 35 years old,Rural,No,0,0,Irregularly,0,1,Female,1,1,1,1,0
3436,6025294438989824,Bolívar,6,I am a student,Midium_situation,0.96,1,16 to 25 years old,City center or metropolitan area,No,1,0,There are not enough,0,0,Female,1,0,0,0,0
3437,4678414505345024,Bolívar,7,"I do housework, fulfilling domestic tasks, looking after children",Good_situation,0.96,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,There are not enough,0,0,Female,1,0,1,0,1
3438,5232813229211648,Bolívar,8,I am a student,Better_situation,0.96,0,16 to 25 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,1,Male,1,0,0,0,0
3439,5179152461463552,Bolívar,5,"I work part-time, either as an employee or self-employed",Bad_situation,0.96,1,16 to 25 years old,Rural,No,0,0,There are not enough,0,0,Male,1,1,1,0,1
3440,6728750892056576,Bolívar,2,"I do housework, fulfilling domestic tasks, looking after children",Midium_situation,0.96,0,Over 45 years old,Rural,No,0,0,There are not enough,0,0,Female,1,0,0,1,0
3441,5817483251679232,Bolívar,5,I am a student,Bad_situation,0.96,1,16 to 25 years old,City center or metropolitan area,No,1,0,Irregularly,0,1,Male,1,1,0,1,0
3442,4797643334352896,Bolívar,8,I am a student and I work part-time,Midium_situation,0.96,0,36 to 45 years old,City center or metropolitan area,No,1,1,There are enough,1,0,Female,1,1,1,1,1
3443,5384449213857792,Mérida,8,I am unemployed,Midium_situation,0.93,1,16 to 25 years old,Rural,No,1,1,Irregularly,1,1,Male,1,0,0,0,0
3444,6206740030029824,Distrito Federal,6,I am unemployed,Bad_situation,0.9,1,Over 45 years old,City center or metropolitan area,No,0,1,Irregularly,0,0,Female,1,0,1,1,0
3445,6698015233671168,Distrito Federal,5,I am unable to work due to long-term illness or disability,Better_situation,0.9,0,Over 45 years old,Suburban/Peri-urban,No,0,1,There are enough,1,0,Female,1,1,1,1,0
3446,4628443835924480,Distrito Federal,7,"I work part-time, either as an employee or self-employed",Better_situation,0.9,1,26 to 35 years old,City center or metropolitan area,2 days,1,1,Irregularly,1,1,Male,1,1,1,1,1
3447,6348797952393216,Distrito Federal,7,"I work part-time, either as an employee or self-employed",Bad_situation,0.9,1,26 to 35 years old,City center or metropolitan area,No,0,0,There are not enough,0,1,Female,1,0,0,1,0
3448,6633565608738816,Distrito Federal,8,I am a student,Midium_situation,0.9,0,16 to 25 years old,Rural,No,1,1,There are enough,1,0,Male,1,0,0,1,0
3449,5366721266581504,Distrito Federal,10,I am unemployed,Better_situation,0.9,0,Over 45 years old,Suburban/Peri-urban,No,0,1,Irregularly,0,0,Female,1,1,1,1,1
3450,6483396590305280,Distrito Federal,5,"I work full-time, either as an employee or self-employed",Midium_situation,0.9,0,16 to 25 years old,City center or metropolitan area,3 days,0,1,There are not enough,0,1,Male,1,1,0,0,0
3451,6312766800658432,Distrito Federal,7,"I work full-time, either as an employee or self-employed",Better_situation,0.9,1,36 to 45 years old,Rural,No,0,0,Irregularly,0,1,Male,1,1,1,1,0
3452,5866538270982144,Distrito Federal,5,"I do housework, fulfilling domestic tasks, looking after children",Midium_situation,0.9,0,36 to 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,1,0,1,0,0
3453,6122386536792064,Distrito Federal,7,"I work part-time, either as an employee or self-employed",Bad_situation,0.9,0,26 to 35 years old,City center or metropolitan area,No,0,0,There are enough,0,1,Female,1,1,1,1,0
3454,6646325889466368,Distrito Federal,7,I am unemployed,Midium_situation,0.9,0,16 to 25 years old,Suburban/Peri-urban,No,0,0,There are not enough,0,1,Male,1,0,0,1,0
3455,5647033297010688,Zulia,10,"I work full-time, either as an employee or self-employed",Midium_situation,0.96,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are not enough,0,0,Female,1,0,0,1,0
3456,5989021024256000,Zulia,7,None of the above,Midium_situation,0.96,0,26 to 35 years old,City center or metropolitan area,No,1,1,There are enough,1,0,Female,1,1,1,1,1
3457,4775871608258560,Zulia,5,I am unemployed,Bad_situation,0.96,1,36 to 45 years old,Rural,No,1,1,Irregularly,1,1,Female,1,1,1,1,1
3458,5474681242255360,Zulia,5,I am a student,Better_situation,0.96,1,16 to 25 years old,City center or metropolitan area,No,1,1,Irregularly,0,1,Female,1,1,1,1,0
3459,5947298705309696,Zulia,9,None of the above,Midium_situation,0.96,1,36 to 45 years old,City center or metropolitan area,No,0,0,There are not enough,0,0,Female,1,0,0,0,0
3460,6497998472478720,Zulia,9,I am unemployed,Midium_situation,0.96,1,26 to 35 years old,Suburban/Peri-urban,No,0,0,There are not enough,0,0,Male,1,1,0,0,0
3461,6573313475477504,Zulia,4,I am unemployed,Bad_situation,0.96,1,36 to 45 years old,City center or metropolitan area,Every day,1,1,Irregularly,1,1,Male,1,1,1,1,1
3462,5696984152539136,Zulia,7,"I work full-time, either as an employee or self-employed",Bad_situation,0.96,1,36 to 45 years old,City center or metropolitan area,No,0,1,There are not enough,0,0,Male,1,0,0,1,1
3463,5162671933751296,Zulia,8,I am a student,Good_situation,0.96,0,16 to 25 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,0,Female,1,0,1,0,0
3464,6629270255566848,Zulia,9,I am unemployed,Bad_situation,0.96,0,Over 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,1,0,0,1,0
3465,4750409481846784,Zulia,9,"I work part-time, either as an employee or self-employed",Midium_situation,0.96,1,Over 45 years old,City center or metropolitan area,No,1,0,There are not enough,0,1,Male,1,0,0,1,0
3466,4817901889781760,Zulia,9,I am unemployed,Midium_situation,0.96,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,Irregularly,1,0,Male,1,0,0,1,0
3467,6636017582080000,Zulia,5,"I work part-time, either as an employee or self-employed",Better_situation,0.96,0,36 to 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,1,1,1,0,0
3468,5946854427852800,Zulia,4,None of the above,Midium_situation,0.96,1,Over 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Male,1,1,1,1,1
