,submission_id,submission_state,education,employment_status,percentage,financial_situation,age,are_children_attending_face_to_face_classes,does_home_shows_severe_deficit_of_electricity,do_children_3_and_17_yrs_receive_regular_school_meals,are_there_children_who_stopped_enrolling_in_primary_education,geography,are_there_teachers_at_scheduled_class_hours,are_there_children_who_stopped_enrolling_in_secondary_education,are_children_being_teached_by_unqualified_people,gender,does_home_shows_severe_deficit_of_internet,do_children_have_internet_connection,do_school_and_the_teachers_have_internet_connection,do_children_3_to_17_yrs_miss_virtual_class_due_to_lack_of_electricity,do_children_3_to_17_yrs_miss_class_or_in_lower_grade
3174,4876281215975424,Zulia,3,None of the above,0.96,Good_situation,16 to 25 years old,1,0,Every day,0,Suburban/Peri-urban,There are enough,0,0,Male,1,1,1,1,0
3175,4898789210193920,Zulia,4,I am a student,0.96,Good_situation,16 to 25 years old,0,0,1 day,1,Rural,Irregularly,1,0,Male,1,1,1,1,1
3176,4968357798608896,Zulia,1,I am unemployed,0.96,Bad_situation,16 to 25 years old,1,0,2 days,1,Suburban/Peri-urban,There are not enough,1,1,Male,1,1,1,1,1
3177,4629320244133888,Nueva Esparta,2,"I work part-time, either as an employee or self-employed",0.93,Midium_situation,26 to 35 years old,1,1,4 days,1,Rural,Irregularly,1,1,Male,1,1,1,1,1
3182,5815679080202240,Vargas,5,I am a student and I work part-time,0.9340446876424989,Bad_situation,26 to 35 years old,0,0,No,0,Rural,There are enough,0,0,Male,1,0,1,0,0
3185,6173928946139136,Zulia,9,I am unemployed,0.96,Bad_situation,36 to 45 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,0,Female,1,0,1,1,0
3187,5679628726566912,Zulia,9,"I work part-time, either as an employee or self-employed",0.96,Midium_situation,36 to 45 years old,1,1,No,1,City center or metropolitan area,Irregularly,1,1,Male,1,1,1,1,1
3189,4638324810842112,Zulia,9,I am a student and I work part-time,0.96,Midium_situation,16 to 25 years old,0,0,No,0,Suburban/Peri-urban,There are not enough,0,0,Female,1,0,1,0,0
3190,6597191010615296,Zulia,1,I am a student,0.96,Good_situation,16 to 25 years old,1,1,3 days,1,City center or metropolitan area,There are not enough,0,0,Male,1,1,1,1,1
3191,6488283726217216,Zulia,7,"I work part-time, either as an employee or self-employed",0.96,Better_situation,26 to 35 years old,1,1,No,0,City center or metropolitan area,There are enough,0,0,Female,1,1,1,1,0
3195,6748526934753280,Zulia,7,"I work full-time, either as an employee or self-employed",0.96,Good_situation,16 to 25 years old,0,0,3 days,1,City center or metropolitan area,There are not enough,1,1,Male,1,1,1,1,1
3196,5697515688296448,Zulia,7,I am retired,0.96,Midium_situation,Over 45 years old,0,0,No,0,Suburban/Peri-urban,There are not enough,0,0,Female,1,0,0,1,1
3197,5795892920844288,Vargas,4,I am retired,0.9340446876424989,Midium_situation,Over 45 years old,0,0,No,0,Suburban/Peri-urban,There are enough,0,0,Female,1,1,1,0,0
3199,4563825700634624,Vargas,5,I am a student,0.9340446876424989,Bad_situation,16 to 25 years old,0,1,No,0,Suburban/Peri-urban,Irregularly,0,0,Female,1,0,0,0,0
3200,4792696874205184,Zulia,9,I am unemployed,0.96,Midium_situation,Over 45 years old,0,1,No,0,Rural,There are enough,0,0,Male,1,1,1,0,0
3203,5403746418032640,Zulia,10,"I work full-time, either as an employee or self-employed",0.96,Good_situation,36 to 45 years old,0,1,No,0,Suburban/Peri-urban,There are enough,0,1,Female,1,1,0,1,0
3205,6730764157976576,Zulia,4,None of the above,0.96,Bad_situation,36 to 45 years old,0,1,No,0,City center or metropolitan area,Irregularly,0,1,Male,1,1,1,1,0
3207,6202996261388288,Vargas,5,I am retired,0.9340446876424989,Midium_situation,Over 45 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,0,Female,1,1,1,0,1
3208,5156019230736384,Zulia,9,"I work part-time, either as an employee or self-employed",0.96,Good_situation,36 to 45 years old,0,0,Every day,0,City center or metropolitan area,There are enough,0,0,Female,1,1,1,1,0
3209,5265153879965696,Falcón,9,I am unemployed,0.97,Midium_situation,36 to 45 years old,0,1,No,1,City center or metropolitan area,Irregularly,1,1,Female,1,1,0,1,0
3211,6140627531333632,Falcón,9,"I work part-time, either as an employee or self-employed",0.97,Good_situation,26 to 35 years old,0,1,No,0,Rural,Irregularly,0,1,Female,1,1,1,1,0
3214,6207092938768384,Falcón,9,"I do housework, fulfilling domestic tasks, looking after children",0.97,Midium_situation,26 to 35 years old,1,0,No,0,Rural,Irregularly,0,1,Female,1,0,0,1,0
3216,6555868593389568,Falcón,8,I am a student,0.97,Bad_situation,16 to 25 years old,1,1,No,1,City center or metropolitan area,There are enough,1,0,Female,1,0,1,1,1
3217,5318649979338752,Falcón,6,"I work full-time, either as an employee or self-employed",0.97,Midium_situation,Over 45 years old,0,0,No,0,Suburban/Peri-urban,There are not enough,0,0,Female,1,1,0,0,0
3218,4830061076414464,Falcón,9,"I work part-time, either as an employee or self-employed",0.97,Bad_situation,26 to 35 years old,0,0,No,0,Suburban/Peri-urban,There are not enough,0,0,Female,1,0,0,0,1
3221,5582189038403584,Falcón,5,"I work full-time, either as an employee or self-employed",0.97,Better_situation,36 to 45 years old,0,1,Every day,0,City center or metropolitan area,There are enough,0,0,Male,1,1,1,0,1
3223,6024875377688576,Falcón,2,I am unemployed,0.97,Bad_situation,26 to 35 years old,0,0,No,0,Rural,There are not enough,0,0,Male,1,0,0,0,0
3225,5750071173054464,Sucre,6,"I work part-time, either as an employee or self-employed",0.98,Better_situation,Over 45 years old,0,1,No,1,Suburban/Peri-urban,There are not enough,0,0,Male,1,0,0,1,0
3226,4981441812496384,Sucre,9,"I work part-time, either as an employee or self-employed",0.98,Better_situation,Over 45 years old,0,0,No,1,Suburban/Peri-urban,There are not enough,0,0,Female,1,0,0,0,0
3227,5897145768214528,Sucre,7,"I work full-time, either as an employee or self-employed",0.98,Good_situation,36 to 45 years old,0,0,1 day,0,Suburban/Peri-urban,There are enough,0,1,Male,1,1,1,1,1
3229,4618979254730752,Sucre,5,I am unemployed,0.98,Bad_situation,16 to 25 years old,0,1,No,1,Rural,Irregularly,1,1,Female,1,1,1,1,1
3230,6311683193831424,Sucre,5,"I work full-time, either as an employee or self-employed",0.98,Bad_situation,26 to 35 years old,1,1,No,1,Rural,There are enough,1,1,Female,1,1,1,1,1
3231,4573554925633536,Sucre,5,I am unemployed,0.98,Bad_situation,16 to 25 years old,1,1,No,0,Rural,Irregularly,1,1,Male,1,1,1,1,1
3232,5151084564971520,Sucre,7,I am unemployed,0.98,Bad_situation,Over 45 years old,0,1,No,0,Rural,Irregularly,0,0,Female,1,0,0,1,0
3233,6733101559709696,Sucre,9,"I work full-time, either as an employee or self-employed",0.98,Bad_situation,Over 45 years old,0,1,No,0,City center or metropolitan area,There are not enough,0,0,Female,1,0,0,0,0
3234,5240094356406272,Sucre,7,"I work full-time, either as an employee or self-employed",0.98,Midium_situation,26 to 35 years old,1,1,No,1,City center or metropolitan area,There are enough,1,1,Female,1,1,1,1,1
3235,6486042021724160,Zulia,9,I am a student and I work part-time,0.96,Midium_situation,26 to 35 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,0,Female,1,1,1,1,1
3236,4763653231607808,Miranda,5,"I work full-time, either as an employee or self-employed",0.88,Good_situation,16 to 25 years old,0,0,No,0,Rural,Irregularly,1,1,Male,1,1,1,1,1
3238,5544309976989696,Zulia,8,"I work part-time, either as an employee or self-employed",0.96,Midium_situation,36 to 45 years old,1,0,No,1,City center or metropolitan area,There are not enough,0,1,Female,1,0,0,1,0
3239,5463533923074048,Zulia,1,"I work part-time, either as an employee or self-employed",0.96,Midium_situation,Over 45 years old,0,0,No,0,City center or metropolitan area,There are enough,0,0,Female,1,1,0,0,0
3240,4680317511401472,Zulia,9,"I work part-time, either as an employee or self-employed",0.96,Midium_situation,36 to 45 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,1,Female,1,1,0,1,0
3243,6641300324745216,Bolívar,5,"I work part-time, either as an employee or self-employed",0.96,Better_situation,16 to 25 years old,0,0,No,0,City center or metropolitan area,There are enough,0,0,Female,1,0,0,1,0
3244,6377050566033408,Bolívar,8,I am a student and I work part-time,0.96,Midium_situation,16 to 25 years old,0,0,No,1,City center or metropolitan area,Irregularly,1,1,Male,1,1,1,1,0
3246,5286590900600832,Bolívar,5,"I work part-time, either as an employee or self-employed",0.96,Midium_situation,36 to 45 years old,0,1,No,0,Rural,There are enough,0,0,Male,1,1,1,1,0
3248,5953413799215104,Bolívar,5,"I work part-time, either as an employee or self-employed",0.96,Midium_situation,16 to 25 years old,0,0,No,0,Rural,Irregularly,0,0,Female,1,1,0,1,0
3251,5555893503787008,Bolívar,10,"I work part-time, either as an employee or self-employed",0.96,Good_situation,36 to 45 years old,0,0,No,0,City center or metropolitan area,There are enough,0,1,Male,1,1,1,1,0
3252,5342042518716416,Bolívar,5,I am unemployed,0.96,Midium_situation,16 to 25 years old,0,0,No,1,Rural,Irregularly,0,0,Female,1,1,1,0,0
3253,5931881718874112,Bolívar,9,I am retired,0.96,Better_situation,Over 45 years old,0,0,No,0,Suburban/Peri-urban,There are not enough,0,1,Female,1,1,1,0,0
3254,5038736676225024,Barinas,3,I am a student,0.97,Bad_situation,16 to 25 years old,1,0,4 days,0,Rural,Irregularly,0,0,Male,1,0,1,1,1
3255,4969514235330560,Barinas,9,I am unemployed,0.97,Bad_situation,36 to 45 years old,0,0,No,0,Rural,Irregularly,0,1,Female,1,0,0,1,0
3256,6348683783438336,Barinas,8,"I work part-time, either as an employee or self-employed",0.97,Bad_situation,16 to 25 years old,0,1,No,0,Suburban/Peri-urban,There are not enough,0,0,Male,1,0,0,1,0
3257,4977583119925248,Barinas,6,"I work part-time, either as an employee or self-employed",0.97,Better_situation,26 to 35 years old,0,1,No,0,City center or metropolitan area,There are not enough,0,0,Male,1,0,0,1,0
3258,6129036689670144,Zulia,9,"I work part-time, either as an employee or self-employed",0.96,Better_situation,26 to 35 years old,0,0,No,1,Rural,There are not enough,0,0,Female,1,1,0,1,0
3259,4804085114208256,Zulia,9,"I work full-time, either as an employee or self-employed",0.96,Bad_situation,26 to 35 years old,0,0,No,0,Rural,There are not enough,0,0,Male,1,0,0,1,1
3261,6747099663433728,Zulia,5,I am unemployed,0.96,Bad_situation,36 to 45 years old,1,1,No,0,City center or metropolitan area,Irregularly,0,0,Female,1,1,1,1,0
3263,6663730992775168,Zulia,4,I am unemployed,0.96,Bad_situation,26 to 35 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,0,Male,1,1,1,1,0
3264,5930727916175360,Zulia,5,"I work full-time, either as an employee or self-employed",0.96,Bad_situation,26 to 35 years old,0,1,No,1,Rural,Irregularly,0,1,Male,1,1,1,1,1
3265,5821949984112640,Zulia,5,"I do housework, fulfilling domestic tasks, looking after children",0.96,Bad_situation,26 to 35 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,0,Female,1,0,1,1,1
3266,6569251174612992,Zulia,4,I am a student,0.96,Midium_situation,26 to 35 years old,0,0,2 days,0,City center or metropolitan area,There are enough,1,0,Male,1,0,1,1,0
3267,6349204028129280,Nueva Esparta,8,"I work full-time, either as an employee or self-employed",0.93,Bad_situation,36 to 45 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,0,Male,1,1,1,1,0
3270,5005578320740352,Portuguesa,5,"I work full-time, either as an employee or self-employed",0.97,Good_situation,16 to 25 years old,0,0,No,0,City center or metropolitan area,Irregularly,1,0,Male,1,1,0,1,0
3272,5663870927765504,Portuguesa,7,I am unemployed,0.97,Midium_situation,26 to 35 years old,0,1,1 day,1,City center or metropolitan area,Irregularly,0,1,Female,1,1,1,1,1
3276,4954117046009856,Vargas,9,I am unemployed,0.9340446876424989,Midium_situation,26 to 35 years old,0,1,No,0,Rural,There are enough,0,0,Female,1,1,1,1,0
3279,5437191462584320,Vargas,10,"I work part-time, either as an employee or self-employed",0.9340446876424989,Better_situation,Over 45 years old,0,1,No,0,Suburban/Peri-urban,Irregularly,1,0,Male,1,1,0,1,1
3280,5218938891010048,Lara,5,I am unemployed,0.95,Midium_situation,36 to 45 years old,0,0,No,0,Rural,There are not enough,0,0,Female,1,1,1,1,0
3281,5328552160657408,Zulia,9,I am a student and I work part-time,0.96,Midium_situation,26 to 35 years old,0,0,No,0,Rural,There are enough,0,0,Female,1,1,1,1,1
3282,6654886044499968,Lara,5,I am a student and I work part-time,0.95,Midium_situation,16 to 25 years old,0,0,No,1,Rural,Irregularly,1,0,Male,1,0,0,1,0
3283,5780810857971712,Zulia,4,I am a student,0.96,Good_situation,16 to 25 years old,0,0,No,0,City center or metropolitan area,There are enough,0,0,Male,1,1,0,1,0
3285,6047048649670656,Zulia,6,"I work part-time, either as an employee or self-employed",0.96,Better_situation,Over 45 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,0,Male,1,0,0,1,1
3286,6166294591438848,Zulia,5,I am a student and I work part-time,0.96,Bad_situation,26 to 35 years old,0,1,No,1,City center or metropolitan area,Irregularly,0,1,Male,1,0,0,1,1
3287,6138658959917056,Zulia,4,"I work part-time, either as an employee or self-employed",0.96,Better_situation,16 to 25 years old,0,0,No,0,Rural,Irregularly,0,0,Female,1,0,1,1,1
3288,5787984879419392,Zulia,7,"I work full-time, either as an employee or self-employed",0.96,Midium_situation,Over 45 years old,0,1,No,0,City center or metropolitan area,There are not enough,0,1,Female,1,1,1,1,0
3290,6281893686542336,Táchira,5,I am doing community or military service,0.93,Midium_situation,26 to 35 years old,0,1,No,1,Rural,There are not enough,0,1,Male,1,1,1,1,1
3294,6149081553698816,Táchira,4,I am a student,0.93,Midium_situation,16 to 25 years old,0,0,Every day,0,Rural,There are enough,0,0,Male,1,0,1,1,1
3295,4798749087105024,Táchira,1,None of the above,0.93,Bad_situation,Over 45 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,0,Female,1,0,0,1,0
3297,5720876149637120,Táchira,5,I am retired,0.93,Better_situation,Over 45 years old,0,1,No,0,City center or metropolitan area,There are enough,0,0,Female,1,1,1,1,0
3298,6660884285095936,Táchira,9,"I work full-time, either as an employee or self-employed",0.93,Better_situation,36 to 45 years old,0,0,No,0,Suburban/Peri-urban,There are enough,0,0,Female,1,1,1,1,0
3299,5560958545297408,Táchira,5,"I work full-time, either as an employee or self-employed",0.93,Midium_situation,16 to 25 years old,0,1,No,0,Rural,There are not enough,0,0,Male,1,1,1,1,0
3301,4793616869621760,Táchira,6,I am retired,0.93,Good_situation,Over 45 years old,0,0,No,0,City center or metropolitan area,There are not enough,0,1,Female,1,1,1,1,0
3302,6401762885107712,Táchira,9,"I do housework, fulfilling domestic tasks, looking after children",0.93,Better_situation,26 to 35 years old,0,1,No,0,City center or metropolitan area,Irregularly,0,1,Female,1,0,0,1,1
3304,4605946126139392,Táchira,9,"I work part-time, either as an employee or self-employed",0.93,Better_situation,26 to 35 years old,0,0,No,0,City center or metropolitan area,There are enough,0,0,Female,1,1,1,1,0
3305,4720058508247040,Táchira,9,"I do housework, fulfilling domestic tasks, looking after children",0.93,Midium_situation,36 to 45 years old,0,1,No,1,Rural,Irregularly,1,0,Female,1,1,1,1,1
3306,5469113689571328,Táchira,6,"I work part-time, either as an employee or self-employed",0.93,Bad_situation,Over 45 years old,0,1,No,0,Suburban/Peri-urban,Irregularly,1,0,Female,1,0,0,0,0
3307,5898530626732032,Táchira,6,"I work part-time, either as an employee or self-employed",0.93,Midium_situation,16 to 25 years old,0,1,No,0,Rural,There are not enough,1,1,Male,1,0,0,1,0
3308,6357783275634688,Táchira,7,I am a student,0.93,Good_situation,16 to 25 years old,0,0,No,0,Rural,There are not enough,0,0,Male,1,1,1,1,0
3309,4843795375194112,Táchira,9,"I work full-time, either as an employee or self-employed",0.93,Midium_situation,26 to 35 years old,1,1,No,0,City center or metropolitan area,Irregularly,0,0,Female,1,1,1,0,1
3311,5457598815141888,Táchira,4,I am a student,0.93,Bad_situation,16 to 25 years old,0,0,3 days,1,City center or metropolitan area,There are enough,0,0,Male,1,1,1,0,0
3312,5291061525348352,Táchira,8,"I work part-time, either as an employee or self-employed",0.93,Good_situation,26 to 35 years old,1,1,1 day,1,Suburban/Peri-urban,There are not enough,1,1,Male,1,1,0,1,1
3313,4573278068015104,Táchira,9,"I work part-time, either as an employee or self-employed",0.93,Bad_situation,36 to 45 years old,0,1,No,0,City center or metropolitan area,Irregularly,0,1,Female,1,0,0,1,1
3314,4533828122312704,Táchira,5,I am a student,0.93,Good_situation,16 to 25 years old,0,1,No,0,City center or metropolitan area,There are not enough,1,0,Female,1,0,0,1,1
3315,6283971393748992,Táchira,3,I am a student,0.93,Bad_situation,16 to 25 years old,0,1,No,0,City center or metropolitan area,There are not enough,0,1,Female,1,0,0,0,0
3316,6433007430008832,Táchira,4,"I work part-time, either as an employee or self-employed",0.93,Midium_situation,Over 45 years old,1,1,No,0,City center or metropolitan area,Irregularly,0,0,Male,1,1,1,1,0
3317,4890044656779264,Táchira,10,"I work full-time, either as an employee or self-employed",0.93,Bad_situation,Over 45 years old,0,0,2 days,1,Rural,Irregularly,1,1,Female,1,1,1,1,1
3318,4503608128438272,Táchira,9,I am a student and I work part-time,0.93,Good_situation,Over 45 years old,0,0,No,0,Rural,There are enough,0,0,Female,1,1,1,1,1
3319,6003237902876672,Táchira,7,I am a student and I work part-time,0.93,Better_situation,26 to 35 years old,0,1,No,1,Suburban/Peri-urban,There are not enough,1,1,Female,1,0,0,1,0
3320,6309007294988288,Táchira,9,"I work part-time, either as an employee or self-employed",0.93,Better_situation,36 to 45 years old,0,1,No,0,City center or metropolitan area,There are not enough,0,1,Male,1,1,1,1,0
3323,6288089730514944,Táchira,6,I am a student and I work part-time,0.93,Midium_situation,26 to 35 years old,0,1,No,1,Rural,Irregularly,1,1,Male,1,0,0,1,1
3324,4833592646828032,Táchira,5,"I work full-time, either as an employee or self-employed",0.93,Better_situation,26 to 35 years old,0,0,No,0,Rural,There are enough,0,0,Female,1,1,1,1,0
3325,6556630278995968,Táchira,9,I am retired,0.93,Better_situation,Over 45 years old,0,1,No,0,City center or metropolitan area,Irregularly,0,0,Male,1,1,0,1,0
3326,5464743946223616,Táchira,9,I am unemployed,0.93,Better_situation,26 to 35 years old,0,1,No,0,Rural,There are not enough,0,0,Female,1,0,0,1,0
3327,5098638450884608,Táchira,9,"I work part-time, either as an employee or self-employed",0.93,Midium_situation,36 to 45 years old,0,1,No,0,Rural,There are not enough,0,0,Female,1,0,1,1,0
3328,6390189357531136,Táchira,5,I am retired,0.93,Better_situation,Over 45 years old,0,1,No,0,City center or metropolitan area,There are not enough,0,0,Male,1,1,1,1,0
3329,5269009602969600,Táchira,7,"I work part-time, either as an employee or self-employed",0.93,Better_situation,Over 45 years old,0,1,No,0,City center or metropolitan area,Irregularly,0,0,Male,1,1,0,0,0
3330,5180404578648064,Táchira,5,"I work full-time, either as an employee or self-employed",0.93,Better_situation,16 to 25 years old,0,1,No,1,City center or metropolitan area,Irregularly,1,0,Male,1,1,1,1,0
3331,5323385029787648,Táchira,5,I am a student and I work part-time,0.93,Bad_situation,16 to 25 years old,0,1,No,0,Suburban/Peri-urban,Irregularly,0,0,Female,1,1,1,1,0
3332,4933369568952320,Falcón,5,"I work full-time, either as an employee or self-employed",0.97,Bad_situation,36 to 45 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,1,Female,1,0,0,1,1
3334,6175825996283904,Monagas,5,I am unemployed,0.97,Bad_situation,26 to 35 years old,1,0,No,0,Rural,Irregularly,0,1,Male,1,1,0,1,0
3335,4862261855518720,Monagas,6,I am retired,0.97,Good_situation,Over 45 years old,0,1,No,1,City center or metropolitan area,Irregularly,1,1,Female,1,0,0,1,1
3336,5311376787767296,Aragua,9,"I work full-time, either as an employee or self-employed",0.96,Good_situation,26 to 35 years old,0,0,No,0,City center or metropolitan area,There are not enough,0,0,Male,1,1,0,1,0
3337,4717614067875840,Aragua,5,I am a student,0.96,Bad_situation,16 to 25 years old,0,1,No,0,Rural,There are not enough,0,0,Male,1,0,0,1,1
3338,6549568413237248,Aragua,9,"I work part-time, either as an employee or self-employed",0.96,Midium_situation,26 to 35 years old,1,1,1 day,1,City center or metropolitan area,There are enough,1,1,Male,1,1,1,1,1
3339,6204618584621056,Aragua,8,I am a student,0.96,Bad_situation,16 to 25 years old,0,0,No,0,Rural,Irregularly,0,1,Female,1,0,0,1,1
3340,6218394960658432,Zulia,5,I am a student,0.96,Bad_situation,16 to 25 years old,0,0,No,0,Rural,Irregularly,0,0,Male,1,0,0,1,1
3341,5729233686233088,Zulia,4,"I work part-time, either as an employee or self-employed",0.96,Midium_situation,26 to 35 years old,1,0,No,0,City center or metropolitan area,Irregularly,0,1,Male,1,1,1,1,1
3345,6458308612587520,Carabobo,5,I am a student,0.93,Better_situation,16 to 25 years old,1,1,No,1,City center or metropolitan area,Irregularly,1,1,Non-Binary,1,1,1,1,0
3346,5114164103348224,Carabobo,3,I am a student,0.93,Bad_situation,16 to 25 years old,0,1,No,0,Rural,There are not enough,0,0,Male,1,0,0,1,1
3347,6390127365718016,Carabobo,9,"I work full-time, either as an employee or self-employed",0.93,Better_situation,26 to 35 years old,0,1,No,0,City center or metropolitan area,There are not enough,0,1,Female,1,0,0,0,1
3348,4662930812698624,Carabobo,5,I am unemployed,0.93,Better_situation,Over 45 years old,0,1,No,1,City center or metropolitan area,There are not enough,0,0,Female,1,0,0,1,0
3349,4802917872959488,Carabobo,9,"I work full-time, either as an employee or self-employed",0.93,Better_situation,16 to 25 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,0,Female,1,1,1,1,0
3350,6482256343597056,Carabobo,7,I am unemployed,0.93,Bad_situation,16 to 25 years old,1,0,Every day,1,City center or metropolitan area,There are enough,1,1,Male,1,1,1,0,1
3351,6393447694204928,Carabobo,4,"I do housework, fulfilling domestic tasks, looking after children",0.93,Bad_situation,26 to 35 years old,1,1,No,0,Rural,There are enough,0,0,Female,1,1,0,1,1
3353,6244017041047552,Carabobo,7,"I work part-time, either as an employee or self-employed",0.93,Good_situation,36 to 45 years old,0,1,No,0,City center or metropolitan area,There are not enough,0,1,Male,1,0,0,1,1
3354,5577089771372544,Carabobo,9,"I work full-time, either as an employee or self-employed",0.93,Good_situation,26 to 35 years old,1,1,2 days,1,Suburban/Peri-urban,Irregularly,1,1,Male,1,1,1,1,1
3355,6370517518123008,Carabobo,10,"I work part-time, either as an employee or self-employed",0.93,Good_situation,36 to 45 years old,0,1,No,1,City center or metropolitan area,There are not enough,0,1,Male,1,0,0,1,1
3356,5873909928034304,Zulia,8,I am a student and I work part-time,0.96,Midium_situation,16 to 25 years old,0,1,No,1,Suburban/Peri-urban,Irregularly,0,1,Female,1,0,0,1,0
3357,6015893024014336,Zulia,4,"I work full-time, either as an employee or self-employed",0.96,Bad_situation,Over 45 years old,0,0,No,0,Rural,Irregularly,0,1,Male,1,0,0,1,1
3359,5614851794927616,Falcón,5,I am a student,0.97,Midium_situation,16 to 25 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,1,Female,1,0,0,0,0
3361,5320852005715968,Falcón,5,"I do housework, fulfilling domestic tasks, looking after children",0.97,Midium_situation,16 to 25 years old,0,1,No,0,Rural,Irregularly,0,1,Female,1,1,0,1,0
3362,6279988415561728,Falcón,8,I am a student,0.97,Bad_situation,16 to 25 years old,0,1,No,0,City center or metropolitan area,There are not enough,0,0,Female,1,0,1,1,0
3363,5978184251342848,Falcón,8,I am unemployed,0.97,Bad_situation,16 to 25 years old,0,1,No,0,Suburban/Peri-urban,Irregularly,0,0,Male,1,1,1,1,0
3366,5880129762099200,Falcón,9,"I work part-time, either as an employee or self-employed",0.97,Good_situation,Over 45 years old,0,1,No,0,City center or metropolitan area,Irregularly,0,1,Male,1,1,0,1,0
3367,5381699193274368,Falcón,5,I am a student,0.97,Bad_situation,16 to 25 years old,1,0,No,0,City center or metropolitan area,Irregularly,0,0,Male,1,1,1,1,1
3369,5571436537446400,Falcón,8,"I do housework, fulfilling domestic tasks, looking after children",0.97,Bad_situation,26 to 35 years old,0,1,No,0,Rural,Irregularly,0,0,Female,1,0,0,1,0
3370,5690145524416512,Portuguesa,4,I am unemployed,0.97,Midium_situation,16 to 25 years old,1,1,No,1,Rural,Irregularly,1,1,Male,1,1,1,1,1
3373,5602784480329728,Distrito Federal,6,"I work full-time, either as an employee or self-employed",0.9,Bad_situation,26 to 35 years old,0,0,No,1,Rural,Irregularly,0,0,Male,1,0,0,0,0
3374,5261056950927360,Distrito Federal,6,I am doing community or military service,0.9,Midium_situation,16 to 25 years old,1,0,1 day,1,Rural,There are enough,1,1,Male,1,1,1,1,1
3376,6568629478096896,Apure,7,"I work part-time, either as an employee or self-employed",0.96,Bad_situation,36 to 45 years old,0,1,No,0,City center or metropolitan area,There are enough,0,1,Female,1,0,0,1,1
3378,6683432276197376,Apure,7,"I work full-time, either as an employee or self-employed",0.96,Bad_situation,36 to 45 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,1,Male,1,1,0,0,0
3379,4543119076098048,Apure,9,"I work part-time, either as an employee or self-employed",0.96,Midium_situation,36 to 45 years old,1,1,No,0,Rural,Irregularly,0,0,Female,1,0,0,0,0
3380,4878873245515776,Apure,5,I am a student and I work part-time,0.96,Midium_situation,16 to 25 years old,1,0,2 days,0,City center or metropolitan area,Irregularly,0,0,Male,1,1,1,1,1
3383,6289968174727168,Apure,9,"I work part-time, either as an employee or self-employed",0.96,Midium_situation,36 to 45 years old,0,1,No,1,Suburban/Peri-urban,Irregularly,0,0,Female,1,1,1,1,0
3384,6538496457310208,Apure,1,None of the above,0.96,Midium_situation,26 to 35 years old,0,0,No,0,Rural,Irregularly,0,1,Male,1,1,1,0,0
3387,6457047620255744,Carabobo,9,I am unemployed,0.93,Midium_situation,36 to 45 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,1,Female,1,1,1,0,0
3388,4622947670294528,Carabobo,5,I am unemployed,0.93,Bad_situation,16 to 25 years old,0,1,No,0,Rural,There are not enough,0,1,Female,1,0,0,1,1
3390,6328847812526080,Distrito Federal,5,"I work full-time, either as an employee or self-employed",0.9,Bad_situation,36 to 45 years old,0,0,No,0,Rural,There are not enough,0,1,Male,1,0,0,1,1
3394,6332814432927744,Bolívar,6,I am unable to work due to long-term illness or disability,0.96,Bad_situation,26 to 35 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,0,Male,1,0,0,1,0
3395,6251716927553536,Bolívar,8,"I do housework, fulfilling domestic tasks, looking after children",0.96,Midium_situation,36 to 45 years old,0,0,No,0,Suburban/Peri-urban,There are not enough,0,0,Female,1,1,1,1,1
3396,4855100802859008,Anzoátegui,5,I am doing community or military service,0.95,Bad_situation,26 to 35 years old,0,0,No,1,Rural,Irregularly,0,0,Male,1,0,0,1,0
3397,5900594761170944,Anzoátegui,7,I am unemployed,0.95,Midium_situation,26 to 35 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,0,Female,1,1,1,1,0
3400,5329539667591168,Anzoátegui,9,"I work part-time, either as an employee or self-employed",0.95,Better_situation,26 to 35 years old,1,0,No,0,Rural,Irregularly,0,1,Male,1,1,0,0,0
3401,5383070361583616,Anzoátegui,5,I am a student,0.95,Midium_situation,16 to 25 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,1,Male,1,1,0,0,0
3402,5701854880333824,Anzoátegui,4,I am unemployed,0.95,Midium_situation,36 to 45 years old,1,0,No,0,Rural,There are not enough,1,1,Male,1,0,0,0,0
3403,5845067259707392,Nueva Esparta,1,I am retired,0.93,Bad_situation,Over 45 years old,1,0,No,1,Rural,There are not enough,1,0,Female,1,1,1,1,1
3405,5069170495717376,Yaracuy,7,I am unemployed,0.99,Midium_situation,Over 45 years old,0,0,No,0,Rural,There are not enough,0,0,Female,1,0,0,1,0
